education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,prevailing_wage,unit_of_wage,full_time_position,case_status,continent_asia,continent_europe,continent_north america,continent_oceania,continent_south america,region_of_employment_midwest,region_of_employment_northeast,region_of_employment_south,region_of_employment_west,request_ratio,readiness_score,high_investment_flag,expertise_level_Specialist,expertise_level_Standard
3,1,0,-0.9405840206582399,1932.5,145446.44,year,1,1,True,False,False,False,False,False,False,True,False,0.002702702695398101,1,0,False,True
2,1,0,1.6328592155486867,1999.0,32124.5,year,1,1,False,False,True,False,False,False,True,False,False,0.00017914725901484283,1,0,False,True
3,1,0,0.30545897369382047,1990.0,86209.65,year,0,1,True,False,False,False,False,False,False,True,False,0.0003709198811680564,1,0,False,True
2,1,1,-0.9405840206582399,1932.5,49857.66,year,1,1,True,False,False,False,False,False,False,False,True,0.0006973500692487097,2,0,True,False
2,1,0,0.9029011676967312,1999.0,37139.23,year,1,0,True,False,False,False,False,True,False,False,False,0.0002767017154740726,1,0,False,True
1,0,0,-0.9405840206582399,2012.0,4139.04,year,1,0,True,False,False,False,False,False,True,False,False,0.0012048192756568443,0,0,False,False
2,1,0,-0.9405840206582399,1976.0,69977.64,year,1,1,False,True,False,False,False,False,False,False,True,0.008064516063995839,1,0,False,True
3,1,0,0.8877930387857494,2003.0,27248.21,year,1,1,False,False,True,False,False,False,False,True,False,0.00027894002781619524,1,0,False,True
2,0,0,1.0503314235981736,1991.0,107276.43,year,1,1,False,True,False,False,False,False,False,False,True,0.00025529742143086615,0,0,False,False
4,1,0,2.002814823511326,2003.0,373.9356,hour,1,0,False,False,True,False,False,False,True,False,False,0.00013837000136455375,1,0,False,True
2,1,0,-0.9405840206582399,1986.0,132341.25,year,1,1,False,True,False,False,False,False,True,False,False,0.0010309278339887343,1,0,False,True
3,0,0,2.002814823511326,2013.0,75451.92,year,1,1,True,False,False,False,False,False,True,False,False,0.00013837000136455375,0,0,False,False
3,0,1,0.6927709069740868,1963.0,18369.08,year,1,1,False,False,False,False,True,False,False,False,True,0.00030854674473664094,1,1,False,True
1,1,0,-0.9405840206582399,1974.0,59155.72,year,1,0,True,False,False,False,False,False,True,False,False,0.0011750881302290386,1,0,False,True
3,1,0,0.06988059013277924,1993.0,145658.24,year,0,1,True,False,False,False,False,False,False,True,False,0.00041084634329874845,1,0,False,True
3,0,1,0.9781616596502386,1998.0,28669.65,year,1,1,False,False,False,False,False,True,False,False,False,0.0002656748139570471,1,1,False,True
2,0,0,-0.9405840206582399,2007.0,69865.99,year,1,0,True,False,False,False,False,False,False,True,False,0.0006112469433916583,0,0,False,False
3,1,0,2.002814823511326,1997.0,109538.99,year,0,0,False,False,True,False,False,True,False,False,False,0.00013837000136455375,1,0,False,True
3,1,0,1.2084165821933548,2005.0,45466.49,year,1,0,True,False,False,False,False,False,False,False,True,0.0002332633542726234,1,0,False,True
3,0,0,-0.9405840206582399,1983.0,34859.62,year,1,1,False,True,False,False,False,False,False,False,True,0.0010905125397050028,0,0,False,False
1,1,0,1.0178569261198198,1986.0,111836.4,year,1,1,True,False,False,False,False,False,False,False,True,0.00025994281251366186,1,0,False,True
2,1,0,1.484172099373605,2007.0,119053.22,year,1,1,True,False,False,False,False,False,False,True,False,0.0001972386587382172,1,0,False,True
2,0,0,0.17463543039845433,2009.0,74429.34,year,1,0,False,True,False,False,False,False,False,False,True,0.00039292730829354526,0,0,False,False
2,1,0,0.4330102315077988,1997.0,19101.15,year,1,0,True,False,False,False,False,False,False,False,True,0.00034989503136812633,1,0,False,True
3,1,0,-0.9405840206582399,2011.0,92464.03,year,0,1,True,False,False,False,False,False,True,False,False,0.0039525691543376715,1,0,False,True
1,1,0,1.7568565378622303,1954.0,14512.78,year,1,1,True,False,False,False,False,False,False,False,True,0.00016479894525959146,1,0,False,True
2,1,0,-0.9405840206582399,1998.0,83293.55,year,1,1,True,False,False,False,False,False,False,True,False,0.002702702695398101,1,0,False,True
2,0,0,1.2238828969066253,2010.0,218315.56125000003,year,0,0,True,False,False,False,False,False,True,False,False,0.00023116042528174746,0,0,False,False
4,1,0,-0.08639076143409403,2010.0,167736.17,year,1,1,False,True,False,False,False,False,False,False,True,0.000438020148734989,1,0,False,True
2,0,0,-0.9405840206582399,1992.0,140.85,hour,1,0,True,False,False,False,False,False,False,False,True,0.0010162601615688414,0,0,False,False
3,0,0,-0.9405840206582399,2006.0,85785.07,year,1,1,False,False,True,False,False,False,True,False,False,0.0008591065284715579,0,0,False,False
3,1,0,-0.9405840206582399,2010.0,218315.56125000003,year,0,1,True,False,False,False,False,False,True,False,False,0.0015015014992469948,1,0,False,True
2,1,0,-0.9405840206582399,2010.0,53715.27,year,1,1,True,False,False,False,False,False,False,True,False,0.0038167938785618554,1,0,False,True
1,1,0,2.002814823511326,1988.0,184099.94,year,1,1,False,False,False,False,False,False,False,False,True,0.00013837000136455375,1,0,False,True
2,1,0,-0.5410217889044651,1979.0,18272.76,year,1,0,False,True,False,False,False,False,False,False,True,0.0005194805192106594,1,0,False,True
1,1,0,-0.9405840206582399,1991.0,2.9561,hour,1,0,False,False,True,False,False,False,False,True,False,0.001773049642246366,1,0,False,True
3,0,0,-0.9405840206582399,1969.0,110254.58,year,1,1,False,False,False,False,False,False,False,True,False,0.0010845986973052075,0,0,False,False
4,0,1,-0.9405840206582399,1971.0,78938.68,year,1,1,True,False,False,False,False,False,False,False,True,0.0011389521627118997,1,1,False,True
2,0,0,1.042987061590435,1932.5,10580.78,year,1,1,False,True,False,False,False,False,True,False,False,0.0002563445269786351,0,0,False,False
3,1,0,0.39338216847139706,1979.0,66972.07,year,1,1,True,False,False,False,False,True,False,False,False,0.00035637918732844647,1,0,False,True
2,1,0,0.6240335007360267,2004.0,134801.96,year,1,0,False,True,False,False,False,False,False,False,True,0.00031928480194147994,1,0,False,True
2,1,0,0.08256295907774079,2000.0,115485.31,year,1,0,True,False,False,False,False,False,False,False,True,0.0004086636696327488,1,0,False,True
3,1,0,-0.9405840206582399,1932.5,101889.59,year,1,1,True,False,False,False,False,False,False,True,False,0.0006988120190783983,1,0,False,True
2,1,0,1.603738178809089,1999.0,16306.1,year,1,1,False,False,True,False,False,False,False,False,True,0.00018261504744656408,1,0,False,True
2,0,0,-0.9405840206582399,2009.0,4744.35,year,1,1,True,False,False,False,False,False,False,False,True,0.003623188392669607,0,0,False,False
3,1,0,-0.9405840206582399,1971.0,105111.57,year,1,1,True,False,False,False,False,False,True,False,False,0.0007363770244945677,1,0,False,True
1,0,1,-0.9405840206582399,2006.0,218315.56125000003,year,1,1,False,True,False,False,False,True,False,False,False,0.0045662100248118264,1,1,False,True
2,1,0,1.5476843331793124,2005.0,55550.88,year,1,1,True,False,False,False,False,False,True,False,False,0.00018939393935806932,1,0,False,True
3,1,0,0.8888410416389313,2008.0,134588.94,year,1,1,False,False,True,False,False,False,True,False,False,0.0002787844995041025,1,0,False,True
2,1,0,-0.3675612934089674,1970.0,5822.31,year,1,1,False,False,True,False,False,False,True,False,False,0.0004880429475412187,1,0,False,True
2,1,1,-0.9405840206582399,2008.0,88790.21,year,1,1,True,False,False,False,False,False,False,True,False,0.0009551098367190927,2,0,True,False
3,0,0,-0.9405840206582399,1977.0,98278.36,year,1,0,True,False,False,False,False,True,False,False,False,0.0010706638104168481,0,0,False,False
1,1,0,-0.24934734363930672,1932.5,230.0556,hour,1,1,True,False,False,False,False,False,False,True,False,0.0004668534078119265,1,0,False,True
4,1,0,0.5838815572824132,2001.0,80283.7,year,0,1,True,False,False,False,False,False,True,False,False,0.0003256268315448952,1,0,False,True
2,1,0,-0.9405840206582399,1996.0,60817.79,year,1,1,True,False,False,False,False,False,False,False,True,0.0007763975149251572,1,0,False,True
1,1,1,-0.9405840206582399,2004.0,46860.83,year,1,1,False,True,False,False,False,False,False,True,False,0.00282485874908232,2,0,True,False
3,0,0,-0.9405840206582399,2007.0,141745.5,year,0,1,False,False,True,False,False,False,False,False,True,0.0028409090828383264,0,0,False,False
3,0,0,-0.7362417198313491,1932.5,87511.34,year,1,1,False,False,False,False,False,False,False,True,False,0.0005552470846445047,0,0,False,False
3,1,0,-0.9405840206582399,2014.0,26735.44,year,1,1,True,False,False,False,False,False,False,True,False,0.0013440860196988092,1,0,False,True
3,0,0,0.9029011676967312,2013.0,111.14,hour,1,0,True,False,False,False,False,False,True,False,False,0.0002767017154740726,0,0,False,False
3,1,0,-0.9405840206582399,2004.0,100177.39,year,0,0,False,True,False,False,False,False,False,True,False,0.008928571348852042,1,0,False,True
2,0,0,-0.9405840206582399,2012.0,77786.93,year,1,1,True,False,False,False,False,False,False,True,False,0.0013089005218469888,0,0,False,False
3,1,0,-0.4588465876242796,2012.0,28761.96,year,1,1,True,False,False,False,False,False,True,False,False,0.0005045408675557311,1,0,False,True
3,0,0,0.7602783602763756,1932.5,65130.21,year,1,1,False,True,False,False,False,False,False,False,True,0.0002981514608532643,0,0,False,False
1,1,0,-0.9405840206582399,1988.0,1473.16,year,0,0,True,False,False,False,False,False,False,False,True,0.0006027727543081538,1,0,False,True
1,0,0,-0.4843277075796552,1990.0,173575.1,year,1,1,True,False,False,False,False,True,False,False,False,0.0005091649691908529,0,0,False,False
3,1,0,2.002814823511326,2013.0,3161.14,year,1,1,False,False,False,False,True,False,False,True,False,0.00013837000136455375,1,0,False,True
2,1,0,-0.9405840206582399,2001.0,51178.44,year,1,1,False,True,False,False,False,False,False,False,True,0.0009107468115566968,1,0,False,True
1,0,0,0.07281746186272534,1988.0,135.3652,hour,1,1,True,False,False,False,False,False,False,True,False,0.00041034058251524804,0,0,False,False
2,1,0,-0.9405840206582399,1995.0,196623.46,year,1,1,True,False,False,False,False,False,False,False,True,0.0025188916813126154,1,0,False,True
2,1,0,0.9381069671146568,2003.0,82096.87,year,1,0,True,False,False,False,False,False,False,False,True,0.00027151778434115727,1,0,False,True
2,1,0,1.4428969395265414,2008.0,37015.54,year,1,1,True,False,False,False,False,False,True,False,False,0.00020242914975659328,1,0,False,True
2,1,0,-0.9405840206582399,2009.0,25364.07,year,1,0,True,False,False,False,False,False,False,True,False,0.0016694490790159448,1,0,False,True
2,1,0,-0.9405840206582399,2006.0,94110.23,year,1,0,True,False,False,False,False,False,False,False,True,0.0007163323777103636,1,0,False,True
3,1,0,1.7248694882015922,1944.0,105842.33,year,0,0,False,False,True,False,False,True,False,False,False,0.00016843523662313706,1,0,False,True
2,1,0,0.3573138308397716,2004.0,80740.55,year,1,1,True,False,False,False,False,False,False,False,True,0.0003623188404484352,1,0,False,True
2,1,0,0.8380373082322347,1932.5,93467.99,year,0,1,False,False,True,False,False,False,False,True,False,0.0002863688429878669,1,0,False,True
3,0,1,-0.9405840206582399,2005.0,100038.25,year,1,1,True,False,False,False,False,False,False,True,False,0.0008116883110294737,1,1,False,True
2,1,0,-0.9405840206582399,1992.0,103456.12,year,1,1,True,False,False,False,False,False,False,True,False,0.0008620689647740783,1,0,False,True
1,0,1,-0.9405840206582399,2012.0,112481.5,year,1,1,True,False,False,False,False,False,True,False,False,0.0008038585202541329,1,1,False,True
2,0,1,-0.9000454488936013,1989.0,65097.53,year,1,1,True,False,False,False,False,False,False,False,True,0.000585480093334028,1,1,False,True
3,0,0,0.543124387892467,2008.0,35509.64,year,1,1,False,False,False,False,False,False,True,False,False,0.000332115576110224,0,0,False,False
4,1,0,1.3132213328035902,1997.0,33551.46,year,1,1,False,True,False,False,False,False,False,False,True,0.00021920210429215208,1,0,False,True
1,1,0,-0.1073175206388631,2000.0,789.7326,hour,1,0,False,False,True,False,False,False,True,False,False,0.00044169611287910954,1,0,False,True
1,1,0,-0.9405840206582399,2010.0,29778.23,year,0,1,True,False,False,False,False,False,False,False,True,0.004081632636401499,1,0,False,True
4,0,0,1.6388034287978568,2001.0,62388.78,year,1,0,False,True,False,False,False,False,True,False,False,0.00017844396856201927,0,0,False,False
4,1,0,0.835851156944191,2005.0,84581.4,year,1,1,True,False,False,False,False,False,False,True,False,0.0002866972476242267,1,0,False,True
3,0,0,-0.9405840206582399,2001.0,127925.01,year,1,1,True,False,False,False,False,True,False,False,False,0.001392757658227357,0,0,False,False
2,1,0,-0.9405840206582399,1934.0,49049.16,year,0,1,True,False,False,False,False,False,True,False,False,0.0014534883699803948,1,0,False,True
3,1,0,-0.9405840206582399,1932.5,127079.96,year,0,1,True,False,False,False,False,False,False,False,True,0.000826446280308722,1,0,False,True
2,1,0,-0.3452459645777033,1978.0,149118.06,year,1,1,True,False,False,False,False,True,False,False,False,0.0004840271052836268,1,0,False,True
2,1,0,-0.9405840206582399,1999.0,29573.83,year,1,1,True,False,False,False,False,False,False,False,True,0.001739130431758034,1,0,False,True
1,1,0,-0.9405840206582399,1932.5,30734.12,year,1,1,False,True,False,False,False,False,False,False,True,0.0009756097551457465,1,0,False,True
1,1,0,-0.9405840206582399,1991.0,113232.54,year,1,1,True,False,False,False,False,False,False,True,False,0.002890173402051522,1,0,False,True
2,0,0,1.572644386786602,1950.0,52533.23,year,1,0,False,False,True,False,False,False,False,False,True,0.00018635855382289254,0,0,False,False
4,1,0,-0.9405840206582399,1932.5,44192.7,year,1,1,False,True,False,False,False,False,False,False,True,0.0008375209373220092,1,0,False,True
2,1,1,-0.9405840206582399,2010.0,83395.24,year,1,1,False,True,False,False,False,False,True,False,False,0.0007163323777103636,2,0,True,False
1,0,0,-0.9405840206582399,1989.0,74721.01,year,1,0,False,False,True,False,False,True,False,False,False,0.001996007980047888,0,0,False,False
3,0,0,-0.7146112954998871,2007.0,58782.43,year,1,1,True,False,False,False,False,False,True,False,False,0.0005512679159033804,0,0,False,False
3,1,0,-0.9405840206582399,2007.0,50485.91,year,1,1,True,False,False,False,False,False,True,False,False,0.0011976047889849044,1,0,False,True
2,1,0,0.7092348813782485,2007.0,82953.96,year,1,1,True,False,False,False,False,True,False,False,False,0.00030599755192594935,1,0,False,True
2,1,0,1.0814886668956636,1978.0,76160.78,year,1,0,True,False,False,False,False,False,False,True,False,0.0002508780731934576,1,0,False,True
2,1,0,1.3772163368208243,2007.0,117715.69,year,1,0,True,False,False,False,False,False,True,False,False,0.00021083702293678324,1,0,False,True
2,1,0,-0.9405840206582399,1989.0,42657.46,year,1,1,True,False,False,False,False,True,False,False,False,0.005464480844456389,1,0,False,True
3,0,0,0.3445365790138549,2007.0,141253.87,year,1,1,True,False,False,False,False,True,False,False,False,0.0003644314867476562,0,0,False,False
2,1,0,0.8204380681856951,2008.0,16825.53,year,1,1,False,False,True,False,False,False,False,False,True,0.0002890173409569314,1,0,False,True
2,0,0,-0.9405840206582399,1971.0,765.5967,hour,1,0,True,False,False,False,False,False,True,False,False,0.0009737098335212172,0,0,False,False
2,1,0,0.12465586513155562,2003.0,13410.73,year,1,1,True,False,False,False,False,False,True,False,False,0.00040144520256866914,1,0,False,True
3,1,0,-0.9405840206582399,1989.0,31879.26,year,1,1,False,False,False,False,True,True,False,False,False,0.0009861932929130244,1,0,False,True
2,0,0,1.1903066353802891,2014.0,34667.37,year,1,0,True,False,False,False,False,False,False,False,True,0.00023573785944466338,0,0,False,False
3,0,0,-0.0285210609981275,1934.0,86661.1,year,1,1,True,False,False,False,False,True,False,False,False,0.000427899015649166,0,0,False,False
3,0,0,0.4125821169354881,1945.0,151394.28,year,1,0,True,False,False,False,False,True,False,False,False,0.0003532320733474984,0,0,False,False
3,1,0,-0.9405840206582399,1996.0,83599.34,year,1,1,True,False,False,False,False,True,False,False,False,0.033333332222222255,1,0,False,True
3,0,0,0.9486207006901897,1983.0,40957.67,year,1,0,True,False,False,False,False,False,False,False,True,0.0002699784016549734,0,0,False,False
2,0,0,-0.9405840206582399,2012.0,207380.13,year,1,1,False,True,False,False,False,False,False,False,True,0.0008223684203763417,0,0,False,False
1,1,0,-0.9405840206582399,2003.0,79155.97,year,1,1,True,False,False,False,False,True,False,False,False,0.0046948356587096915,1,0,False,True
2,1,0,-0.7942285451261688,1985.0,131219.75,year,1,0,True,False,False,False,False,False,False,True,False,0.0005659309561030385,1,0,False,True
3,1,0,0.528550124570961,1987.0,135809.61,year,0,1,True,False,False,False,False,False,False,False,True,0.0003344481604232615,1,0,False,True
4,1,0,-0.32197235530934526,2007.0,69403.17,year,1,1,True,False,False,False,False,False,False,True,False,0.0004798464489060238,1,0,False,True
1,0,0,-0.5044415454776517,2002.0,106.91,hour,1,0,False,False,False,False,True,False,False,True,False,0.0005128205125575279,0,0,False,False
2,0,1,-0.9405840206582399,2015.0,139688.44,year,1,1,True,False,False,False,False,False,False,True,False,0.0028409090828383264,1,1,False,True
2,1,0,2.002814823511326,1996.0,48484.58,year,1,1,True,False,False,False,False,True,False,False,False,0.00013837000136455375,1,0,False,True
3,0,0,-0.9405840206582399,1987.0,15475.14,year,1,0,True,False,False,False,False,False,False,False,True,0.000710732053510496,0,0,False,False
2,1,0,0.361281842829552,1989.0,138123.08,year,1,0,True,False,False,False,False,False,True,False,False,0.0003616636526720927,1,0,False,True
3,1,0,0.6090418346953758,1998.0,120742.51,year,0,1,True,False,False,False,False,False,True,False,False,0.0003216468316752503,1,0,False,True
4,0,0,-0.9405840206582399,1969.0,64854.47,year,1,0,True,False,False,False,False,False,True,False,False,0.001131221718177351,0,0,False,False
3,1,0,-0.9405840206582399,2012.0,82471.77,year,1,1,False,True,False,False,False,False,True,False,False,0.0015360983079322607,1,0,False,True
2,1,0,0.7890205207514835,2011.0,120759.07,year,1,0,False,True,False,False,False,False,False,False,True,0.00029377203281616567,1,0,False,True
2,0,0,0.8070712994587956,1981.0,62598.14,year,1,1,True,False,False,False,False,False,False,False,False,0.0002910360883902689,0,0,False,False
2,1,0,1.0752334734073312,2007.0,94419.08,year,1,1,True,False,False,False,False,False,False,False,True,0.0002517623362910971,1,0,False,True
1,0,1,0.5918803812714416,1986.0,78618.72,year,1,1,True,False,False,False,False,False,True,False,False,0.00032435939009913743,1,1,False,True
2,1,0,0.48526433306905925,2004.0,72504.19,year,1,1,True,False,False,False,False,False,True,False,False,0.0003414134515734335,1,0,False,True
2,0,0,2.002814823511326,1986.0,137742.05,year,1,0,True,False,False,False,False,False,False,True,False,0.00013837000136455375,0,0,False,False
3,1,0,-0.9405840206582399,2004.0,92528.15,year,1,1,True,False,False,False,False,False,False,True,False,0.000710732053510496,1,0,False,True
3,1,0,-0.9405840206582399,2010.0,39535.35,year,1,1,False,True,False,False,False,False,False,False,True,0.001757469241199527,1,0,False,True
2,0,0,-0.9405840206582399,1989.0,332.8944,hour,1,0,True,False,False,False,False,False,True,False,False,0.0008438818558279477,0,0,False,False
3,1,0,1.2907996216903337,1993.0,126.5075,hour,1,0,True,False,False,False,False,False,True,False,False,0.00022217285042831083,1,0,False,True
1,0,0,-0.9405840206582399,1999.0,38091.39,year,1,0,False,False,True,False,False,False,True,False,False,0.0011834319512622107,0,0,False,False
3,0,0,1.257262498928346,2016.0,125088.46,year,1,0,True,False,False,False,False,True,False,False,False,0.00022665457837111182,0,0,False,False
3,1,0,-0.9405840206582399,2005.0,109483.2,year,1,1,False,True,False,False,False,False,True,False,False,0.0006038647339348642,1,0,False,True
2,1,0,-0.2877245123802891,1994.0,85198.39,year,1,0,True,False,False,False,False,False,True,False,False,0.0004737091423620516,1,0,False,True
1,1,0,-0.9405840206582399,1961.0,98577.27,year,0,1,True,False,False,False,False,False,False,True,False,0.0006906077343296908,1,0,False,True
2,0,0,-0.9405840206582399,2010.0,159004.89,year,1,0,True,False,False,False,False,False,False,True,False,0.0006553079943281074,0,0,False,False
3,0,0,-0.9405840206582399,1995.0,63602.49,year,1,0,True,False,False,False,False,False,False,False,True,0.004132231387883341,0,0,False,False
3,0,0,-0.5754520975843592,1932.5,87011.67,year,1,1,False,False,True,False,False,False,False,True,False,0.0005257623551389262,0,0,False,False
2,0,0,-0.9405840206582399,1985.0,111993.94,year,1,1,True,False,False,False,False,False,True,False,False,0.0006574621954914778,0,0,False,False
2,0,1,0.08837795975913315,1994.0,178992.15,year,1,0,True,False,False,False,False,False,False,True,False,0.00040766408462793966,1,1,False,True
2,1,0,-0.6770446668010712,1946.0,79030.13,year,1,1,True,False,False,False,False,False,False,False,True,0.0005443658135305575,1,0,False,True
2,0,0,0.5024667837514971,1998.0,58379.86,year,1,1,True,False,False,False,False,False,False,True,False,0.0003386386724217275,0,0,False,False
2,1,0,-0.9405840206582399,2001.0,9062.83,year,1,1,False,False,True,False,False,False,False,False,True,0.00392156861207228,1,0,False,True
1,1,0,-0.9405840206582399,1993.0,141662.65,year,1,1,False,False,False,False,True,True,False,False,False,0.002066115698210505,1,0,False,True
1,0,0,-0.9405840206582399,1997.0,40691.97,year,1,0,True,False,False,False,False,False,True,False,False,0.005464480844456389,0,0,False,False
3,0,0,-0.020142852100994087,1989.0,160385.34,year,1,0,True,False,False,False,False,True,False,False,False,0.0004264392322275313,0,0,False,False
4,0,0,0.241179888313066,1932.5,22343.33,year,1,1,True,False,False,False,False,False,True,False,False,0.00038167938916729795,0,0,False,False
3,1,1,-0.9405840206582399,2001.0,42598.25,year,1,1,True,False,False,False,False,False,False,True,False,0.0024154589313636256,2,0,True,False
4,0,0,-0.9405840206582399,1954.0,488.58,year,1,1,False,True,False,False,False,False,False,True,False,0.0009823182701548937,0,0,False,False
4,0,0,0.8014587300673143,2003.0,109513.82,year,1,1,False,False,True,False,False,False,True,False,False,0.0002918855807671087,0,0,False,False
2,1,1,0.7918583999806958,2005.0,105328.86,year,1,1,True,False,False,False,False,False,False,False,True,0.0002933411556781047,2,0,True,False
2,0,0,2.002814823511326,2006.0,42154.73,year,1,1,True,False,False,False,False,False,True,False,False,0.00013837000136455375,0,0,False,False
2,1,0,0.667977386662985,1997.0,65389.1,year,1,1,True,False,False,False,False,True,False,False,False,0.00031240237416044913,1,0,False,True
2,0,0,-0.9405840206582399,2001.0,130763.98,year,1,1,True,False,False,False,False,False,False,True,False,0.002590673568417944,0,0,False,False
1,1,0,-0.9405840206582399,1998.0,62889.19,year,1,1,False,False,True,False,False,False,True,False,False,0.0007800312006396012,1,0,False,True
2,1,0,-0.9405840206582399,1932.5,194188.64,year,1,1,False,False,True,False,False,False,True,False,False,0.0006265664156475147,1,0,False,True
3,0,0,0.833661100890367,2003.0,42988.75,year,1,1,True,False,False,False,False,True,False,False,False,0.0002870264063470074,0,0,False,False
2,1,0,-0.9405840206582399,1991.0,154662.97,year,1,1,True,False,False,False,False,False,False,False,True,0.002898550716236085,1,0,False,True
2,0,0,-0.9405840206582399,2004.0,6833.34,year,1,0,True,False,False,False,False,True,False,False,False,0.0011037527581636284,0,0,False,False
3,0,0,-0.5967868327037814,1962.0,34756.18,year,1,0,True,False,False,False,False,False,True,False,False,0.0005296610166686118,0,0,False,False
3,1,0,-0.15009823410701567,1965.0,93833.62,year,1,1,True,False,False,False,False,False,True,False,False,0.00044923629809108886,1,0,False,True
3,1,0,1.2426343168660303,1999.0,71887.59,year,0,0,False,False,True,False,False,False,False,True,False,0.00022862368536154007,1,0,False,True
1,1,0,0.5038901375708703,1932.5,412.4337,hour,1,1,False,False,False,False,True,False,False,True,False,0.00033840947535079206,1,0,False,True
3,0,0,0.49174183581598635,1997.0,53396.47,year,1,0,False,True,False,False,False,False,True,False,False,0.00034036759688891503,0,0,False,False
4,1,0,-0.9405840206582399,1963.0,8982.32,year,1,1,False,True,False,False,False,False,True,False,False,0.000793650793020912,1,0,False,True
4,1,0,2.002814823511326,1966.0,90442.94,year,1,1,False,True,False,False,False,False,False,False,True,0.00013837000136455375,1,0,False,True
2,1,0,0.8434856837373823,2002.0,91752.54,year,1,1,True,False,False,False,False,True,False,False,False,0.0002855511135678038,1,0,False,True
2,1,0,-0.9405840206582399,1997.0,79124.71,year,1,1,False,True,False,False,False,False,False,True,False,0.00215053762978379,1,0,False,True
4,0,1,-0.9405840206582399,1984.0,36011.06,year,1,0,False,True,False,False,False,False,False,False,True,0.001086956520557656,1,1,False,True
2,0,0,1.5078977470879722,1991.0,60890.91,year,1,1,False,True,False,False,False,False,True,False,False,0.00019428793468150612,0,0,False,False
3,1,0,2.002814823511326,2004.0,117805.03,year,0,1,True,False,False,False,False,True,False,False,False,0.00013837000136455375,1,0,False,True
1,1,0,-0.606019809114114,1986.0,47299.15,year,1,1,False,True,False,False,False,False,False,True,False,0.0005313496277729279,1,0,False,True
2,1,0,-0.05823675029051025,2008.0,144429.73,year,1,0,True,False,False,False,False,False,False,False,True,0.0004330879166595548,1,0,False,True
3,0,0,0.2228703060666882,2010.0,83494.12,year,0,1,True,False,False,False,False,False,True,False,False,0.00038476337037908297,0,0,False,False
3,0,0,-0.8346671978785235,2000.0,325.9922,hour,1,0,True,False,False,False,False,False,True,False,False,0.0005733944950840628,0,0,False,False
3,0,0,-0.9405840206582399,1986.0,122865.02,year,1,1,False,False,True,False,False,False,True,False,False,0.0014684287790478286,0,0,False,False
3,0,0,-0.9405840206582399,1984.0,172481.77,year,1,1,True,False,False,False,False,True,False,False,False,0.0010152284253652504,0,0,False,False
4,1,0,-0.9405840206582399,1974.0,28954.98,year,1,1,False,False,False,False,False,False,False,False,True,0.018518518175582997,1,0,False,True
4,0,1,-0.726222161496175,2003.0,176.5574,hour,1,0,True,False,False,False,False,False,False,False,True,0.0005534034307950174,1,1,False,True
2,1,0,2.002814823511326,1932.5,218315.56125000003,year,1,1,True,False,False,False,False,False,False,False,False,0.00013837000136455375,1,0,False,True
3,0,0,0.1452355994542617,2005.0,4629.64,year,1,1,True,False,False,False,False,True,False,False,False,0.0003979307598894028,0,0,False,False
2,0,0,-0.9405840206582399,1999.0,80544.5,year,1,1,True,False,False,False,False,False,False,False,True,0.0007782101161259064,0,0,False,False
1,1,0,0.463438189316997,2001.0,60131.09,year,1,1,True,False,False,False,False,False,True,False,False,0.00034494653316835235,1,0,False,True
2,1,0,1.1122719880657814,1932.5,8262.38,year,1,1,False,True,False,False,False,False,True,False,False,0.00024654832341061434,1,0,False,True
3,1,0,-0.9405840206582399,2012.0,54348.08,year,1,1,True,False,False,False,False,True,False,False,False,0.0007363770244945677,1,0,False,True
2,0,1,0.9540913727286532,2006.0,163591.2,year,1,0,True,False,False,False,False,False,False,True,False,0.00026917900396522776,1,1,False,True
3,1,0,-0.9405840206582399,2006.0,56981.7,year,1,0,True,False,False,False,False,False,True,False,False,0.027777777006172864,1,0,False,True
3,1,0,-0.9405840206582399,2009.0,76957.83,year,1,1,False,True,False,False,False,False,True,False,False,0.004098360638941145,1,0,False,True
2,0,0,-0.17545165799510715,1997.0,1078.17,year,1,1,False,False,True,False,False,True,False,False,False,0.0004537205079611069,0,0,False,False
2,1,0,-0.9405840206582399,2001.0,47078.91,year,1,0,True,False,False,False,False,False,False,True,False,0.003906249984741211,1,0,False,True
2,1,0,1.0309540546799798,2009.0,20531.81,year,1,0,True,False,False,False,False,False,False,False,True,0.000258064516062435,1,0,False,True
2,1,0,-0.8435927811871706,1998.0,113962.82,year,1,0,True,False,False,False,False,False,False,True,False,0.000575043127903943,1,0,False,True
2,1,0,-0.23112750441889926,1932.5,10167.47,year,1,1,True,False,False,False,False,False,True,False,False,0.00046360686116661716,1,0,False,True
2,0,0,0.06103302868613137,2005.0,109.24,hour,1,0,False,False,False,False,True,False,False,False,True,0.0004123711338505686,0,0,False,False
3,1,0,2.002814823511326,2013.0,147806.31,year,0,1,False,False,True,False,False,False,False,True,False,0.00013837000136455375,1,0,False,True
2,1,0,-0.9405840206582399,1932.5,142788.48,year,1,0,True,False,False,False,False,False,False,True,False,0.005076142106212477,1,0,False,True
4,1,0,-0.7463242040270716,2001.0,93910.13,year,1,1,False,True,False,False,False,False,False,False,True,0.0005571030637564885,1,0,False,True
2,1,0,0.42094280259588057,1932.5,233.9733,hour,1,0,False,False,False,False,True,False,False,True,False,0.0003518648837607794,1,0,False,True
